标题,房屋类型,面积,方向,层数,建造时间,社区,区,地址,总价,每平方价格,每平方价格带单位,总价带单位,建筑年龄,价格差异
春华旁，正商铂钻 两房，采光好沐浴阳光，看房方便,2室2厅1卫,89.75,南北,中层(共33层),2014.0,正商铂钻,郑东新区,金水东路学理路5号,165.0,18385,18385元/m²,165.0万元,11.0,0.005374999999986585
出行方便 有电梯 正规商品房 楼层好 南北通透 医疗配套成熟,3室2厅1卫,125.0,南北,中层(共18层),2010.0,正商东方港湾,郑东新区,新东站片康平路9号,230.0,18400,18400元/m²,230.0万元,15.0,0.0
店长力荐！居家精装 海马公园五期 次新房 双地铁,2室2厅1卫,88.46,东北,低层(共33层),2018.0,海马公园(D区),郑东新区,"新东站片普惠路,近商都路",155.0,17523,17523元/m²,155.0万元,7.0,0.008457999999990307
满五年 可以谈 鑫苑鑫城 通透三房 诚心急售 有钥匙 随时看,3室2厅1卫,89.73,南北,高层(共33层),2014.0,鑫苑鑫城,郑东新区,东风南路康平路89号,139.0,15491,15491元/m²,139.0万元,11.0,0.0007430000000283599
（ ）通透3居，中间位置，聚源路，满五,3室2厅2卫,128.0,南北,高层(共6层),2008.0,中凯华府,郑东新区,通泰路金水东路9号,220.0,17188,17188元/m²,220.0万元,17.0,0.006400000000013506
鑫苑中央花园(东区) 满五 商品房 朝南 中间楼层 电梯房,2室2厅1卫,89.68,南,中层(共18层),2008.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,160.0,17842,17842元/m²,160.0万元,17.0,0.007056000000005724
聚源路 电梯房 出行方便 南向采光好 双卫生间 商品住宅,4室2厅2卫,86.81,南,高层(共18层),2010.0,东悦风雅国际公寓,郑东新区,聚源路宏图路21号,170.0,19583,19583元/m²,170.0万元,15.0,2.2999999998774e-05
高铁站 碧桂园天琴湾次新二手房 145平四房 精装修,4室2厅2卫,144.04,南,高层(共30层),2021.0,碧桂园天琴湾,郑东新区,龙子湖明理路,292.0,20273,20273元/m²,292.0万元,4.0,0.01229200000000219
交通便捷 电梯房 近医院 近地铁 南北通透 双卫格局,3室2厅2卫,135.0,南北,中层(共27层),2012.0,海马公园(A区),郑东新区,新东站片普惠路,265.0,19630,19630元/m²,265.0万元,13.0,0.0049999999999954525
海马公园(A区) 南向采光好 医疗配套成熟 楼龄新 满五,3室2厅1卫,122.07,南北,高层(共32层),2015.0,海马公园(A区),郑东新区,新东站片普惠路,247.0,20235,20235元/m²,247.0万元,10.0,0.008644999999972924
晖达新领地(西区) 交通便捷 满五 近地铁 医疗配套成熟,3室2厅1卫,122.1,南北,高层(共27层),2012.0,晖达新领地(西区),郑东新区,新东站片正光路,155.0,12695,12695元/m²,155.0万元,13.0,0.005950000000012778
绿地新里花园一期 中间楼层采光好 出行方便 朝南,3室2厅1卫,126.0,南,中层(共34层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,260.0,20635,20635元/m²,260.0万元,15.0,0.0009999999999763531
专业代理各小区过户手续，业主十万火急，可大刀砍价，双地铁口,3室2厅2卫,122.22,南北,低层(共32层),2019.0,英地金台府邸,郑东新区,新东站片永平路80号,248.0,20292,20292元/m²,248.0万元,6.0,0.00882399999997574
晖达新天地 出行方便 近地铁 医疗配套成熟 双卫格局 精装修,3室2厅2卫,123.69,南,中层(共34层),2017.0,晖达新天地,郑东新区,新东站片七里河北路,190.0,15361,15361元/m²,190.0万元,8.0,0.0002089999999839165
广电天韵 精装三居室 惊喜价 直接网签 无个涚 有钥匙,3室2厅2卫,139.0,南北,低层(共27层),2017.0,广电天韵,郑东新区,龙子湖晨晖路1号,340.0,24461,24461元/m²,340.0万元,8.0,0.007900000000006457
临地铁 满五 商圈成熟 出行方便 双卫 带电梯,3室2厅2卫,140.53,南北,高层(共6层),2005.0,鑫苑中央花园(西区),郑东新区,金水东路金水东路3号,170.0,12098,12098元/m²,170.0万元,20.0,0.013193999999998596
财信圣堤亚纳 临地铁 满五 正南朝向 高绿化 有电梯,2室2厅1卫,85.0,南,低层(共25层),2013.0,财信圣堤亚纳,郑东新区,黄河东路商都路21号,175.0,20589,20589元/m²,175.0万元,12.0,0.006499999999988404
新里卢浮公馆二期 商品房 近医院 南向采光好 高楼层采光充足,3室2厅1卫,92.1,南,高层(共34层),2011.0,绿地新里花园二期,郑东新区,列里路普惠路2号,158.0,17156,17156元/m²,158.0万元,14.0,0.006759999999985666
双卫 精装可拎包入住 近地铁 产权清晰 带电梯 朝南,3室2厅2卫,122.73,南,低层(共18层),2010.0,正商东方港湾,郑东新区,新东站片康平路9号,235.0,19148,19148元/m²,235.0万元,15.0,0.003404000000017504
双气花园洋房，精装送车位。送天井院下沉复式，随时看,4室2厅2卫,136.25,南北,低层(共7层),2018.0,东润华景,郑东新区,郑东新区周边商都大道,175.0,12845,12845元/m²,175.0万元,7.0,0.013125000000002274
朝南 精装可拎包入住 临地铁 刚需两居 小区新 满五,2室2厅1卫,89.0,南,高层(共27层),2016.0,正商书香华府,郑东新区,龙子湖行健街6号,158.0,17753,17753元/m²,158.0万元,9.0,0.0016999999999995907
龙子湖 满五 中间楼层采光好 朝南 临地铁 有电梯 装修好,3室2厅2卫,145.34,南,中层(共26层),2015.0,永威五月花城,郑东新区,"龙子湖姚桥路,近明理路",300.0,20642,20642元/m²,300.0万元,10.0,0.010828000000003613
必看好房 鑫苑鑫城 精装修 标准四房 送车位 看房随时,4室2厅2卫,138.58,南北,中层(共34层),2016.0,鑫苑鑫城,郑东新区,东风南路康平路89号,259.0,18690,18690元/m²,259.0万元,9.0,0.006020000000034997
满二 临地铁 正规商品房 南北通透 双卫生间 精装好房,3室2厅2卫,129.93,南北,低层(共27层),2012.0,海马公园(A区),郑东新区,新东站片普惠路,310.0,23860,23860元/m²,310.0万元,13.0,0.012980000000027303
新东站片 交通便利 房龄新 大两居 满五 购物方便,2室2厅1卫,89.43,南,低层(共32层),2015.0,海马公园(B区),郑东新区,新东站片普惠路46号,179.0,20016,20016元/m²,179.0万元,10.0,0.0030880000000195196
晖达新领地(西区) 南向采光好 高楼层视野无遮挡 近医院,3室2厅1卫,124.42,南,高层(共27层),2012.0,晖达新领地(西区),郑东新区,新东站片正光路,160.0,12860,12860元/m²,160.0万元,13.0,0.004120000000000346
专业带办过户，中间好楼层，户型方正，业主急售，价格好谈,2室2厅1卫,88.0,南北,高层(共23层),2015.0,绿地新里花园一期,郑东新区,列里路永平路19号,108.0,12273,12273元/m²,108.0万元,10.0,0.0023999999999944066
朝向好 近地铁 产权清晰 医疗配套成熟 商业配套齐全,2室2厅1卫,88.55,西南,低层(共23层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,139.0,15698,15698元/m²,139.0万元,15.0,0.005789999999990414
新里卢浮公馆一期 西南户型 满五 商业配套成熟 交通便利,2室2厅1卫,90.05,西南,低层(共27层),2011.0,绿地新里花园一期,郑东新区,列里路永平路19号,150.0,16658,16658元/m²,150.0万元,14.0,0.005290000000002237
英地金台 双卫 朝南 正规商品房 满五 商业配套成熟,3室2厅2卫,123.0,南,高层(共32层),2017.0,英地金台府邸,郑东新区,新东站片永平路80号,216.0,17561,17561元/m²,216.0万元,8.0,0.00030000000000995897
CBD 双卫 商业配套齐全 高楼层采光充足 近医院 产权清晰,3室2厅2卫,130.9,南,高层(共34层),2023.0,中州府,郑东新区,"CBD中州大道,近福元路",225.0,17189,17189元/m²,225.0万元,2.0,0.0040100000000222735
广电天韵 次 88平 不临高架 不临路 景观好 视线佳,2室2厅1卫,88.0,南北,中层(共27层),2018.0,广电天韵,郑东新区,龙子湖晨晖路1号,185.0,21023,21023元/m²,185.0万元,7.0,0.0023999999999944066
（必看好房）中间位置，通透三居室，楼层采光超赞。,3室2厅2卫,145.5,南北,中层(共20层),2013.0,永威翡翠城,郑东新区,商鼎路商鼎路6号,360.0,24743,24743元/m²,360.0万元,12.0,0.010649999999998272
新出御府好楼层，诚心出售！随时看房！,3室2厅2卫,127.0,南北,中层(共32层),2016.0,东方鼎盛御府,郑东新区,康平路康平路,300.0,23623,23623元/m²,300.0万元,9.0,0.012099999999975353
东方鼎盛时代(一期) 购物方便 停车方便 商品住宅 交通便利,2室2厅1卫,90.0,南北,低层(共18层),2012.0,东方鼎盛时代(一期),郑东新区,农业南路和光街,153.0,17000,17000元/m²,153.0万元,13.0,0.0
满五 交通便利 产权清晰 医疗配套成熟 大两房 商圈成熟,2室2厅1卫,89.57,东南,低层(共30层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,145.0,16189,16189元/m²,145.0万元,15.0,0.004873000000003458
新里卢浮公馆一期 朝南 配套齐全 近医院 商品房 电梯房,2室1厅1卫,89.57,南,高层(共30层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,140.0,15631,15631元/m²,140.0万元,15.0,0.006866999999999734
列里路 商业配套成熟 近医院 近地铁 东南户型 大两房,2室1厅1卫,89.57,东南,低层(共30层),2012.0,绿地新里花园一期,郑东新区,列里路永平路19号,150.0,16747,16747元/m²,150.0万元,13.0,0.0028789999999787597
绿地新里花园一期 正规商品房 医疗配套成熟 有电梯,2室2厅1卫,89.98,东南,低层(共30层),2012.0,绿地新里花园一期,郑东新区,列里路永平路19号,139.0,15448,15448元/m²,139.0万元,13.0,0.0011039999999979955
金水东路 南北通透 临地铁 购物方便 医疗配套成熟 产权清晰,2室2厅1卫,91.6,南北,中层(共6层),2006.0,鑫苑中央花园(西区),郑东新区,金水东路金水东路3号,128.0,13974,13974元/m²,128.0万元,19.0,0.0018399999999871852
近医院 商圈成熟 有电梯 精装可拎包入住 商品住宅 满二,2室2厅1卫,96.0,南,低层(共18层),2010.0,正商东方港湾,郑东新区,新东站片康平路9号,180.0,18750,18750元/m²,180.0万元,15.0,0.0
商品房 满五 出行方便 中间好楼层 近医院 精装好房,3室2厅1卫,125.39,南,中层(共18层),2010.0,正商东方港湾,郑东新区,新东站片康平路9号,248.0,19779,19779元/m²,248.0万元,15.0,0.00888100000000236
中豪汇景湾 有电梯 医疗配套成熟 近地铁 商品住宅 装修好,2室1厅1卫,87.05,南,中层(共30层),2012.0,中豪汇景湾,郑东新区,祥盛街祥盛街59号,168.0,19300,19300元/m²,168.0万元,13.0,0.006499999999988404
奥兰花园 带电梯 购物方便 医疗配套成熟 双卫生间 近地铁,3室2厅2卫,158.0,南北,高层(共32层),2010.0,奥兰花园,郑东新区,康宁街福禄路16号,380.0,24051,24051元/m²,380.0万元,15.0,0.00580000000002201
准电梯房 近两年新装修 赔钱出售,3室2厅2卫,132.59,南,中层(共6层),2008.0,老街绿地郑东新苑二期,郑东新区,绿地老街天赋路28号,275.0,20741,20741元/m²,275.0万元,17.0,0.004918999999972584
东风南路 满五 朝南 刚需两居 楼龄新 医疗配套成熟,2室2厅1卫,86.86,南,中层(共33层),2015.0,鑫苑鑫城,郑东新区,东风南路康平路89号,115.0,13240,13240元/m²,115.0万元,10.0,0.0026399999999853208
新东站片 医疗配套成熟 房龄新 商圈成熟 近地铁,2室2厅1卫,91.78,南,中层(共24层),2017.0,海马公园(C区),郑东新区,新东站片普惠路39号,186.0,20266,20266元/m²,186.0万元,8.0,0.0013480000000072323
海马公园(A区) 购物方便 精装好房 南北通透 临地铁,3室2厅2卫,130.0,南北,高层(共27层),2012.0,海马公园(A区),郑东新区,新东站片普惠路,310.0,23847,23847元/m²,310.0万元,13.0,0.011000000000024102
南北通透 双卫生间 停车方便 产权清晰 商业配套成熟,3室2厅1卫,159.0,南北,低层(共32层),2014.0,海马公园(B区),郑东新区,新东站片普惠路46号,366.0,23019,23019元/m²,366.0万元,11.0,0.0020999999999844476
送车位 价格不离谱就能成交 随时看房,4室2厅2卫,181.47,南,低层(共27层),2020.0,佳润滨河佳园,郑东新区,郑东新区周边泰来路80号,152.0,8377,8377元/m²,152.0万元,5.0,0.017418999999989637
交通便捷 高楼层视野好 近地铁 满五 近医院 商品住宅,3室2厅2卫,155.0,东南,高层(共22层),2005.0,未来国际,郑东新区,CBD商务内环路25号,258.0,16646,16646元/m²,258.0万元,20.0,0.012999999999976808
金成阳光世纪 有电梯 近地铁 正南朝向 双卫生间,3室2厅2卫,158.22,南,高层(共25层),2005.0,金成阳光世纪,郑东新区,CBD商务内环路19号,220.0,13905,13905元/m²,220.0万元,20.0,0.004909999999995307
急售 永威五月花城 精致大三房 户型好 不临高架 有钥匙,3室2厅2卫,142.44,南北,低层(共26层),2015.0,永威五月花城,郑东新区,"龙子湖姚桥路,近明理路",290.0,20360,20360元/m²,290.0万元,10.0,0.007839999999987413
新上！急！急！纯毛坯，未住过，次新小区，通透三房 随时看房,3室2厅2卫,126.61,南北,低层(共32层),2016.0,东方鼎盛御府,郑东新区,康平路康平路,283.0,22353,22353元/m²,283.0万元,9.0,0.011332999999979165
海马公园(D区) 医疗配套成熟 小区新 带电梯 商圈成熟,2室2厅1卫,89.0,南,中层(共33层),2018.0,海马公园(D区),郑东新区,"新东站片普惠路,近商都路",195.0,21911,21911元/m²,195.0万元,7.0,0.007900000000006457
列里路 满五 出行方便 近地铁 商品房 商业配套齐全 精装修,2室2厅1卫,89.97,南,高层(共30层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,104.0,11560,11560元/m²,104.0万元,15.0,0.005319999999997549
水之郡，126平大三房 中间楼层 急，急， 价格好谈,3室2厅2卫,126.25,南北,高层(共20层),2020.0,水之郡,郑东新区,"龙子湖姚桥路,近德惠街",165.0,13070,13070元/m²,165.0万元,5.0,0.008749999999992042
鑫苑鑫城 满五 小三房 楼层好 南北通透 带电梯,3室2厅1卫,89.73,南北,中层(共33层),2016.0,鑫苑鑫城,郑东新区,东风南路康平路89号,153.0,17052,17052元/m²,153.0万元,9.0,0.0075960000000065975
老街绿地郑东新苑二期 高楼层采光充足 满五 低密度社区,2室2厅1卫,92.2,南,高层(共6层),2008.0,老街绿地郑东新苑二期,郑东新区,绿地老街天赋路28号,155.0,16812,16812元/m²,155.0万元,17.0,0.00664000000000442
聚源路总校（店长力推）精装两房拎包入住，价格可谈。,2室2厅1卫,92.0,南,高层(共18层),2007.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,176.0,19131,19131元/m²,176.0万元,18.0,0.005200000000002092
旭日龙园 交通便利 临地铁 电梯房 楼层好 近医院,3室2厅1卫,85.65,西南,中层(共31层),2014.0,旭日龙园,郑东新区,商都路商都路,150.0,17514,17514元/m²,150.0万元,11.0,0.007410000000021455
南北通透 精装修 业主诚心出售 看房随时,4室2厅2卫,133.97,南北,低层(共27层),2015.0,润城时光里,郑东新区,通泰路永平路15号,178.0,13287,13287元/m²,178.0万元,10.0,0.005938999999983707
海马公园二期 花园品质两房 精装修 随时看,2室2厅1卫,88.0,南,低层(共32层),2015.0,海马公园(B区),郑东新区,新东站片普惠路46号,200.0,22728,22728元/m²,200.0万元,10.0,0.006400000000013506
物业发布 真实可信 两房价格可以谈 有钥匙 随时看房,2室2厅1卫,89.0,南,低层(共28层),2018.0,广电天韵,郑东新区,龙子湖晨晖路1号,172.0,19326,19326元/m²,172.0万元,7.0,0.0013999999999896318
诚心卖，临河观景，两梯两户，满五年仅契税，得房率高，随时过户,3室2厅1卫,130.78,南北,中层(共18层),2010.0,中央特区(西区),郑东新区,农业南路商鼎路25号,246.0,18811,18811元/m²,246.0万元,15.0,0.010258000000021639
晖达新领地(西区) 小区新 带电梯 医疗配套成熟 交通便利,3室2厅1卫,128.0,南北,低层(共27层),2012.0,晖达新领地(西区),郑东新区,新东站片正光路,160.0,12500,12500元/m²,160.0万元,13.0,0.0
东站旁 金水东路地铁口 晖达新领地三房 随时看房,3室2厅1卫,129.2,南北,中层(共27层),2012.0,晖达新领地(西区),郑东新区,新东站片正光路,175.0,13545,13545元/m²,175.0万元,13.0,0.0013999999999896318
得房好 南北通透 出行方便 有电梯 高楼层视野无遮挡 临地铁,4室1厅1卫,124.06,南北,高层(共19层),2012.0,晖达新领地(西区),郑东新区,新东站片正光路,200.0,16122,16122元/m²,200.0万元,13.0,0.009532000000007201
交通便捷 正南朝向 双卫 商品住宅 商业配套成熟 满二,3室2厅2卫,130.0,南,中层(共6层),2006.0,金色年华,郑东新区,通泰路通泰路42号,168.0,12924,12924元/m²,168.0万元,19.0,0.012000000000000455
英地金台 商圈成熟 正规商品房 中间楼层采光好 双卫格局,3室2厅2卫,122.09,南北,中层(共32层),2017.0,英地金台府邸,郑东新区,新东站片永平路80号,235.0,19249,19249元/m²,235.0万元,8.0,0.011041000000005852
